transaction_id,order_date,ship_date,customer_id,customer_age,gender,product_id,product_category,quantity,unit_price,discount_pct,city,state,payment_type,order_status,ingestion_date
399,2024-09-28,2024-10-06,CUST134936,9,Male,PROD42507,Electronics,0,-35.7397002581411,121.63,Philadelphia,PA,UPI,Returned,2026-02-20
146,2024-10-27,2024-11-03,CUST194995,52,Female,PROD27273,Electronics,0,-7.579851807466995,,Phoenix,AZ,UPI,Cancelled,2026-02-20
37,2025-09-23,2025-09-20,CUST191425,0,F,PROD7107,Fashion,1,,,Philadelphia,PA,COD,Returned,2026-02-20
174,2024-10-23,2024-10-23,CUST109819,-6,Female,PROD2859,Furniture,-3,-17.92030113137471,3.0,San Diego,CA,UPI,Cancelled,2026-02-20
453,2025-11-05,2025-11-13,CUST18304,70,F,PROD29157,Grocery,3,,91.0,Dallas,TX,,Delivered,2026-02-20
467,2023-04-20,2023-04-30,CUST57217,182,Male,PROD34534,Furniture,-1,,26.06,San Antonio,TX,Card,Delivered,2026-02-20
380,2024-12-13,2024-12-22,CUST123148,177,,PROD19688,Fashion,2,-70.21554292765683,,Philadelphia,PA,,Returned,2026-02-20
41,2023-08-16,2023-08-15,CUST167103,23,Female,PROD1713,Furniture,-4,,,San Jose,CA,Crypto,Delivered,2026-02-20
353,2025-07-25,2025-07-26,CUST31924,5,M,PROD12189,Grocery,7,16.25,,New York,NY,UPI,Returned,2026-02-20
344,2024-02-14,2024-02-22,CUST53313,,Male,PROD36017,Electronics,1,1593.05,66.22,Houston,TX,COD,Delivered,2026-02-20
180,2024-04-02,2024-04-01,CUST142587,,Male,PROD40669,Fashion,0,-36.04806459687617,70.06,Phoenix,AZ,Card,Returned,2026-02-20
340,2024-04-02,2024-04-04,CUST192429,33,Female,PROD11956,Sports,-5,-20.225984745807075,,Philadelphia,PA,Card,Cancelled,2026-02-20
369,2025-03-03,2025-03-13,CUST39848,149,,PROD16698,Electronics,-5,-37.97500463965369,,San Diego,CA,Card,Cancelled,2026-02-20
445,2025-10-30,2025-11-03,CUST198245,9,,PROD46204,Furniture,1,1149.23,29.64,San Diego,CA,COD,Returned,2026-02-20
272,2024-08-22,2024-08-19,CUST173473,199,Male,PROD23259,Fashion,0,,,San Jose,CA,Crypto,Cancelled,2026-02-20
110,2023-03-13,2023-03-21,CUST150574,46,,PROD41103,Grocery,0,,,San Jose,CA,,Delivered,2026-02-20
187,2024-10-15,2024-10-21,CUST28787,170,Female,PROD34861,Furniture,-4,-18.848852049791585,88.05,San Diego,CA,COD,Cancelled,2026-02-20
20,2024-11-05,2024-11-09,CUST20080,,F,PROD132,Fashion,-5,,,San Jose,CA,Crypto,Returned,2026-02-20
470,2025-12-21,2025-12-20,CUST18777,,M,PROD47895,Furniture,-1,-87.7185769938577,,San Jose,CA,,Delivered,2026-02-20
111,2023-04-14,2023-04-17,CUST49601,46,,PROD12822,Sports,7,-95.71456272258301,87.33,Chicago,IL,UPI,Delivered,2026-02-20
60,2023-01-01,2023-01-09,CUST183689,7,Male,PROD15782,Sports,-3,-97.38445349141429,41.39,Phoenix,AZ,,Cancelled,2026-02-20
187,2025-04-12,2025-04-16,CUST130025,23,Female,PROD19585,Grocery,9,-56.61518094699612,,San Diego,CA,Crypto,Delivered,2026-02-20
270,2023-01-04,2023-01-03,CUST162625,1,M,PROD47828,Electronics,6,,3.15,Dallas,TX,Crypto,Returned,2026-02-20
341,2024-01-04,2024-01-05,CUST67563,41,Male,PROD30540,Grocery,4,-27.5864342129466,30.52,Chicago,IL,UPI,Cancelled,2026-02-20
17,2023-09-05,2023-09-03,CUST34060,68,,PROD6143,Grocery,0,25.32,24.51,Dallas,TX,Card,Delivered,2026-02-20
16,2025-06-07,2025-06-10,CUST40589,58,,PROD27682,Furniture,0,,28.56,San Jose,CA,,Delivered,2026-02-20
72,2024-10-03,2024-10-09,CUST193902,141,M,PROD31464,Grocery,-2,18.06,99.67,San Jose,CA,Card,Delivered,2026-02-20
451,2025-07-02,2025-07-11,CUST54,142,,PROD27613,Sports,-5,-18.997599408123993,,Los Angeles,CA,Card,Cancelled,2026-02-20
285,2024-10-13,2024-10-11,CUST37233,,Male,PROD2482,Furniture,-4,1051.53,,Dallas,TX,COD,Delivered,2026-02-20
263,2024-01-15,2024-01-14,CUST176356,20,Male,PROD45155,Grocery,-3,-53.460810652562614,75.81,Phoenix,AZ,UPI,Cancelled,2026-02-20
104,2025-11-26,2025-12-05,CUST189183,49,M,PROD36599,Furniture,-5,-77.56053441577573,9.24,San Jose,CA,UPI,Cancelled,2026-02-20
220,2025-11-01,2025-11-11,CUST197326,129,Female,PROD24136,Fashion,0,,,Phoenix,AZ,UPI,Delivered,2026-02-20
308,2025-07-22,2025-08-01,CUST92641,187,Male,PROD37239,Fashion,-3,,,Phoenix,AZ,Card,Delivered,2026-02-20
335,2025-10-08,2025-10-08,CUST174298,0,F,PROD38360,Sports,6,405.55,69.26,San Diego,CA,COD,Returned,2026-02-20
480,2024-03-10,2024-03-18,CUST104038,-10,,PROD30265,Sports,0,626.07,,San Jose,CA,Crypto,Cancelled,2026-02-20
235,2025-04-09,2025-04-18,CUST27789,10,Male,PROD976,Grocery,0,-9.881271754039412,17.79,Houston,TX,UPI,Cancelled,2026-02-20
89,2025-12-09,2025-12-11,CUST155663,19,Female,PROD7195,Fashion,7,80.89,107.51,Chicago,IL,Crypto,Delivered,2026-02-20
41,2024-12-01,2024-12-11,CUST161764,7,F,PROD22166,Fashion,0,289.89,40.82,Phoenix,AZ,,Returned,2026-02-20
370,2023-04-30,2023-05-02,CUST193932,134,M,PROD22569,Furniture,-5,-53.02807890405191,1.13,San Antonio,TX,Card,Returned,2026-02-20
242,2024-12-14,2024-12-18,CUST99507,,F,PROD14097,Sports,-1,405.63,104.7,Phoenix,AZ,,Cancelled,2026-02-20
294,2023-10-04,2023-10-04,CUST178329,,M,PROD18072,Sports,0,300.19,,Los Angeles,CA,COD,Delivered,2026-02-20
227,2023-03-07,2023-03-07,CUST145608,,,PROD38644,Grocery,0,,,New York,NY,Card,Returned,2026-02-20
470,2025-01-05,2025-01-02,CUST46217,4,M,PROD42528,Electronics,0,-94.91091425219221,,Dallas,TX,Crypto,Cancelled,2026-02-20
196,2023-10-01,2023-10-07,CUST150289,158,F,PROD10400,Grocery,0,-23.56842827610121,104.28,Chicago,IL,Crypto,Returned,2026-02-20
328,2025-05-23,2025-05-30,CUST33706,66,Female,PROD22259,Grocery,-4,-63.46939987578588,13.97,Phoenix,AZ,COD,Returned,2026-02-20
53,2024-12-14,2024-12-18,CUST134626,181,M,PROD13967,Electronics,3,-34.41843272579858,8.26,San Diego,CA,Card,Returned,2026-02-20
324,2024-01-04,2024-01-09,CUST107993,45,Female,PROD21464,Fashion,-2,146.13,6.17,Houston,TX,COD,Delivered,2026-02-20
292,2024-05-05,2024-05-15,CUST62259,55,Female,PROD22487,Fashion,5,,123.59,Phoenix,AZ,UPI,Delivered,2026-02-20
23,2024-10-24,2024-10-26,CUST70470,58,Female,PROD45927,Fashion,-4,-60.67991760528102,25.52,Houston,TX,Card,Cancelled,2026-02-20
470,2024-07-09,2024-07-10,CUST22105,140,Male,PROD3815,Sports,0,775.69,16.68,Chicago,IL,COD,Delivered,2026-02-20
340,2023-05-14,2023-05-12,CUST63850,,F,PROD17964,Furniture,0,,12.02,San Antonio,TX,Crypto,Returned,2026-02-20
40,2024-09-30,2024-10-03,CUST129852,-10,M,PROD41572,Sports,2,,25.95,Phoenix,AZ,,Returned,2026-02-20
83,2025-04-09,2025-04-17,CUST181161,172,M,PROD27959,Electronics,6,,,Dallas,TX,COD,Delivered,2026-02-20
121,2024-01-01,2024-01-08,CUST90583,36,,PROD3255,Grocery,0,10.97,,Chicago,IL,UPI,Returned,2026-02-20
323,2024-07-17,2024-07-19,CUST24368,58,Male,PROD15247,Grocery,-5,-66.59052581116329,,Dallas,TX,COD,Delivered,2026-02-20
151,2024-06-23,2024-06-20,CUST73993,142,M,PROD42725,Fashion,-1,,146.93,Philadelphia,PA,COD,Delivered,2026-02-20
100,2023-04-30,2023-05-10,CUST103766,,Male,PROD6404,Sports,4,-73.93898178075845,,Philadelphia,PA,Crypto,Returned,2026-02-20
132,2023-11-04,2023-11-01,CUST162400,,Male,PROD47184,Fashion,0,-3.4996173776511883,,Dallas,TX,Card,Cancelled,2026-02-20
383,2025-05-28,2025-05-26,CUST43942,132,F,PROD31300,Electronics,0,1497.35,,Dallas,TX,Card,Returned,2026-02-20
409,2025-11-22,2025-11-28,CUST193386,-10,M,PROD5433,Sports,2,-92.95081676808921,22.07,San Jose,CA,,Cancelled,2026-02-20
235,2024-04-22,2024-05-01,CUST193956,33,Female,PROD33468,Furniture,-4,735.4,60.73,Houston,TX,Crypto,Cancelled,2026-02-20
433,2025-05-03,2025-04-30,CUST156566,31,F,PROD31750,Furniture,7,,,San Jose,CA,,Delivered,2026-02-20
103,2023-08-08,2023-08-09,CUST23878,,Female,PROD13665,Sports,0,,6.05,Dallas,TX,Card,Delivered,2026-02-20
463,2025-07-31,2025-08-02,CUST138128,158,M,PROD2167,Furniture,-1,,34.78,Los Angeles,CA,Crypto,Delivered,2026-02-20
425,2023-03-16,2023-03-26,CUST167603,143,Male,PROD17098,Electronics,-3,-24.69341661294904,101.54,Los Angeles,CA,Card,Returned,2026-02-20
337,2025-09-20,2025-09-25,CUST109308,,M,PROD13395,Fashion,-1,,,San Diego,CA,Crypto,Returned,2026-02-20
210,2024-02-05,2024-02-13,CUST96311,44,Male,PROD22589,Furniture,0,-18.86706095984205,105.58,San Antonio,TX,,Cancelled,2026-02-20
396,2023-12-09,2023-12-12,CUST31017,-10,Male,PROD34671,Furniture,9,953.14,,New York,NY,UPI,Returned,2026-02-20
229,2024-03-31,2024-03-29,CUST162104,57,Male,PROD24304,Sports,3,175.52,,Phoenix,AZ,Card,Returned,2026-02-20
251,2023-06-09,2023-06-11,CUST174493,,F,PROD17060,Electronics,-1,,6.96,Houston,TX,UPI,Returned,2026-02-20
186,2023-02-02,2023-02-10,CUST4989,,M,PROD14018,Electronics,-3,-11.608177445959523,,Chicago,IL,Crypto,Cancelled,2026-02-20
259,2024-02-02,2024-02-09,CUST180120,149,Male,PROD19312,Grocery,10,,21.97,Phoenix,AZ,,Returned,2026-02-20
41,2023-07-22,2023-07-20,CUST71360,,F,PROD17546,Electronics,0,750.89,102.39,San Diego,CA,,Cancelled,2026-02-20
280,2025-05-11,2025-05-17,CUST50251,,Female,PROD5710,Grocery,10,-74.62895157488104,131.94,Houston,TX,Card,Cancelled,2026-02-20
284,2023-01-13,2023-01-18,CUST102047,180,,PROD1538,Electronics,9,1807.35,,San Jose,CA,COD,Cancelled,2026-02-20
449,2024-07-25,2024-07-25,CUST119502,65,F,PROD36416,Grocery,0,,108.53,San Antonio,TX,COD,Delivered,2026-02-20
291,2025-10-08,2025-10-11,CUST36989,148,M,PROD12157,Electronics,-3,,0.26,Phoenix,AZ,,Delivered,2026-02-20
296,2023-06-30,2023-06-29,CUST187007,,Female,PROD29401,Electronics,0,1932.92,92.22,Los Angeles,CA,Card,Returned,2026-02-20
455,2023-06-04,2023-06-08,CUST77228,,Female,PROD24790,Electronics,7,-23.866514253356847,137.27,Philadelphia,PA,Card,Cancelled,2026-02-20
211,2025-11-19,2025-11-19,CUST153131,21,Female,PROD21750,Furniture,3,1048.91,116.67,Philadelphia,PA,Card,Delivered,2026-02-20
32,2025-11-28,2025-11-26,CUST32361,,,PROD35149,Furniture,0,1405.16,36.35,San Diego,CA,,Returned,2026-02-20
108,2024-08-02,2024-08-06,CUST142314,-4,F,PROD6150,Furniture,8,,,Chicago,IL,Crypto,Returned,2026-02-20
23,2025-07-05,2025-07-08,CUST173920,,Male,PROD42548,Electronics,-2,,35.24,San Antonio,TX,Crypto,Returned,2026-02-20
243,2023-01-03,2023-01-05,CUST10456,121,Female,PROD7771,Furniture,10,-43.00313207168713,,San Jose,CA,Card,Returned,2026-02-20
115,2023-02-19,2023-02-26,CUST138449,149,M,PROD25467,Sports,0,,15.21,San Jose,CA,Card,Cancelled,2026-02-20
205,2025-10-12,2025-10-14,CUST191998,1,Female,PROD6539,Grocery,0,,27.08,Dallas,TX,Crypto,Delivered,2026-02-20
60,2025-06-20,2025-06-26,CUST54501,9,Male,PROD7409,Furniture,0,-72.80581636715094,37.17,San Jose,CA,UPI,Delivered,2026-02-20
494,2023-02-07,2023-02-05,CUST70710,179,M,PROD28032,Grocery,3,11.74,140.12,Los Angeles,CA,COD,Returned,2026-02-20
111,2023-05-13,2023-05-18,CUST143177,167,M,PROD8429,Grocery,4,1.14,19.66,Philadelphia,PA,Crypto,Delivered,2026-02-20
258,2025-06-23,2025-06-25,CUST64196,,F,PROD50000,Furniture,-4,-39.53632767987526,35.14,Los Angeles,CA,COD,Delivered,2026-02-20
313,2023-01-31,2023-02-03,CUST129861,9,Female,PROD3303,Sports,7,,20.88,San Jose,CA,,Delivered,2026-02-20
218,2024-12-02,2024-12-02,CUST60629,45,,PROD11490,Sports,7,-66.42110408013245,,New York,NY,Crypto,Returned,2026-02-20
256,2025-08-21,2025-08-25,CUST95306,,,PROD38652,Sports,-4,-55.68680524903301,47.33,San Diego,CA,Card,Returned,2026-02-20
67,2023-03-25,2023-03-31,CUST6827,178,Female,PROD9118,Furniture,3,1430.06,,New York,NY,,Cancelled,2026-02-20
433,2023-11-14,2023-11-23,CUST6872,5,Female,PROD15377,Electronics,2,,,San Antonio,TX,UPI,Delivered,2026-02-20
409,2024-01-17,2024-01-18,CUST138540,,F,PROD24599,Electronics,9,-64.2345062420722,16.08,Los Angeles,CA,COD,Returned,2026-02-20
376,2024-12-29,2024-12-27,CUST179162,6,M,PROD32301,Furniture,3,,,New York,NY,,Returned,2026-02-20
467,2025-05-17,2025-05-25,CUST141041,,Female,PROD42127,Grocery,-1,-77.00968524710845,8.2,San Diego,CA,COD,Returned,2026-02-20
410,2024-08-17,2024-08-27,CUST179167,,Male,PROD25472,Furniture,0,1188.14,,Chicago,IL,,Returned,2026-02-20
24,2025-12-22,2025-12-27,CUST111762,63,M,PROD33695,Electronics,-2,936.59,85.51,San Antonio,TX,COD,Returned,2026-02-20
469,2023-05-26,2023-05-29,CUST89378,46,F,PROD22377,Fashion,3,60.63,21.84,San Diego,CA,UPI,Returned,2026-02-20
355,2023-01-30,2023-02-07,CUST530,21,F,PROD38700,Furniture,-5,-46.37738986973847,71.46,Los Angeles,CA,,Returned,2026-02-20
224,2025-03-18,2025-03-24,CUST147579,164,Female,PROD31768,Fashion,5,-48.341999723188096,93.58,Chicago,IL,UPI,Returned,2026-02-20
420,2024-04-06,2024-04-15,CUST62846,47,Female,PROD21102,Grocery,-5,,63.59,Phoenix,AZ,UPI,Cancelled,2026-02-20
153,2024-07-03,2024-07-06,CUST89714,,Male,PROD9941,Furniture,-1,669.8,139.45,San Jose,CA,,Delivered,2026-02-20
113,2025-05-15,2025-05-13,CUST96943,5,Male,PROD9385,Furniture,4,884.38,,San Jose,CA,Card,Cancelled,2026-02-20
222,2025-11-19,2025-11-27,CUST3630,150,Female,PROD43574,Electronics,0,,70.95,Philadelphia,PA,COD,Returned,2026-02-20
382,2023-11-26,2023-11-27,CUST128882,67,F,PROD1037,Fashion,7,-99.46568156545764,,San Jose,CA,Card,Delivered,2026-02-20
162,2024-11-23,2024-11-29,CUST190425,,,PROD40322,Electronics,-1,1274.35,25.89,Chicago,IL,Card,Returned,2026-02-20
268,2023-05-16,2023-05-21,CUST124921,61,Male,PROD44884,Grocery,1,8.82,3.5,Dallas,TX,UPI,Delivered,2026-02-20
287,2024-05-13,2024-05-21,CUST73631,,M,PROD18245,Electronics,-5,,19.79,Dallas,TX,Crypto,Cancelled,2026-02-20
381,2024-08-16,2024-08-18,CUST72876,,M,PROD41603,Electronics,-2,-67.61990350854299,104.3,Dallas,TX,Crypto,Returned,2026-02-20
253,2023-09-07,2023-09-13,CUST62941,48,F,PROD29224,Grocery,0,,87.51,New York,NY,UPI,Delivered,2026-02-20
385,2024-07-02,2024-07-07,CUST7815,42,F,PROD49344,Furniture,0,761.96,144.23,San Jose,CA,COD,Returned,2026-02-20
179,2024-02-01,2024-02-01,CUST57489,-5,,PROD9250,Furniture,8,1149.58,63.64,San Jose,CA,Crypto,Delivered,2026-02-20
163,2023-06-25,2023-07-02,CUST141571,6,M,PROD21265,Sports,2,,31.25,San Diego,CA,Card,Delivered,2026-02-20
197,2023-03-11,2023-03-17,CUST91077,-6,M,PROD25761,Fashion,3,,,Dallas,TX,Card,Returned,2026-02-20
444,2024-09-21,2024-09-27,CUST162898,61,Male,PROD9136,Electronics,0,,25.59,Houston,TX,COD,Delivered,2026-02-20
102,2023-06-10,2023-06-11,CUST57955,148,M,PROD9993,Sports,-2,536.77,,New York,NY,COD,Cancelled,2026-02-20
434,2025-10-22,2025-10-26,CUST117650,-5,,PROD37732,Grocery,0,,121.14,Philadelphia,PA,Crypto,Returned,2026-02-20
134,2025-06-11,2025-06-13,CUST184277,157,Female,PROD10534,Sports,0,24.12,,New York,NY,COD,Delivered,2026-02-20
399,2024-08-28,2024-09-01,CUST42248,,Female,PROD742,Electronics,-5,-99.974418380525,11.41,Chicago,IL,COD,Returned,2026-02-20
350,2025-06-16,2025-06-14,CUST35126,,F,PROD26867,Fashion,-5,211.14,30.66,Los Angeles,CA,COD,Returned,2026-02-20
402,2025-09-08,2025-09-07,CUST36843,,Female,PROD6360,Electronics,1,879.97,,Philadelphia,PA,UPI,Returned,2026-02-20
255,2023-08-18,2023-08-18,CUST98860,,F,PROD19223,Fashion,-3,,8.6,Dallas,TX,Card,Delivered,2026-02-20
172,2025-11-04,2025-11-07,CUST185904,,Male,PROD17433,Fashion,0,-9.464829393384004,15.57,Philadelphia,PA,COD,Returned,2026-02-20
452,2023-04-11,2023-04-10,CUST16192,,Male,PROD269,Fashion,0,-19.995852394175444,104.19,San Antonio,TX,Crypto,Cancelled,2026-02-20
210,2024-10-28,2024-11-07,CUST174825,21,Male,PROD31670,Electronics,0,,31.29,New York,NY,UPI,Delivered,2026-02-20
404,2024-11-06,2024-11-07,CUST118103,132,Male,PROD34165,Fashion,-1,-64.95444117398448,,San Antonio,TX,Card,Delivered,2026-02-20
129,2023-07-29,2023-08-02,CUST180669,2,Female,PROD23742,Electronics,0,-22.038011365980694,,Dallas,TX,UPI,Returned,2026-02-20
82,2024-07-12,2024-07-16,CUST78276,164,Female,PROD15035,Furniture,0,,122.81,New York,NY,UPI,Returned,2026-02-20
232,2025-06-22,2025-07-01,CUST82058,6,M,PROD35661,Grocery,0,11.2,76.01,Los Angeles,CA,,Cancelled,2026-02-20
160,2024-11-17,2024-11-26,CUST119665,3,,PROD40648,Electronics,0,,,Houston,TX,Crypto,Returned,2026-02-20
45,2023-01-14,2023-01-13,CUST52473,35,Female,PROD15964,Electronics,1,,68.1,Phoenix,AZ,,Returned,2026-02-20
166,2024-01-17,2024-01-21,CUST166688,160,F,PROD42119,Electronics,-3,,,New York,NY,COD,Delivered,2026-02-20
437,2024-01-01,2023-12-29,CUST179452,172,,PROD13520,Fashion,-2,290.24,,Los Angeles,CA,,Cancelled,2026-02-20
237,2024-11-21,2024-11-28,CUST152145,2,Male,PROD23910,Grocery,-4,29.51,,San Antonio,TX,Card,Cancelled,2026-02-20
147,2025-04-21,2025-04-25,CUST46355,-3,,PROD46305,Fashion,-5,,83.72,New York,NY,Crypto,Returned,2026-02-20
427,2023-04-03,2023-04-07,CUST101163,,M,PROD12543,Grocery,0,,,Philadelphia,PA,UPI,Cancelled,2026-02-20
216,2025-04-23,2025-04-23,CUST6146,199,F,PROD4406,Sports,-2,280.15,89.92,Los Angeles,CA,COD,Cancelled,2026-02-20
437,2023-02-25,2023-02-25,CUST109159,-2,Male,PROD47794,Furniture,0,,138.65,San Antonio,TX,UPI,Delivered,2026-02-20
426,2025-03-31,2025-04-04,CUST181011,50,M,PROD2491,Furniture,0,206.51,,Philadelphia,PA,UPI,Cancelled,2026-02-20
455,2025-05-24,2025-05-26,CUST15442,2,,PROD21056,Furniture,0,382.15,47.34,Houston,TX,Card,Cancelled,2026-02-20
326,2025-11-21,2025-11-30,CUST118922,8,,PROD2419,Sports,-5,,0.83,New York,NY,COD,Delivered,2026-02-20
235,2024-07-12,2024-07-16,CUST114658,,,PROD11516,Electronics,-5,138.64,102.38,Philadelphia,PA,Crypto,Cancelled,2026-02-20
378,2023-07-07,2023-07-11,CUST177613,,F,PROD41278,Electronics,4,,31.58,Dallas,TX,UPI,Cancelled,2026-02-20
229,2023-10-06,2023-10-05,CUST152089,,Male,PROD44035,Grocery,1,46.31,43.03,Phoenix,AZ,Card,Delivered,2026-02-20
190,2025-06-27,2025-07-07,CUST158995,37,Female,PROD9159,Furniture,-5,-36.45708955950304,,Los Angeles,CA,COD,Cancelled,2026-02-20
315,2024-04-22,2024-04-30,CUST164071,-3,F,PROD14206,Electronics,4,-99.39431716658474,48.99,Phoenix,AZ,UPI,Returned,2026-02-20
315,2023-10-28,2023-10-31,CUST8644,-10,M,PROD36533,Electronics,0,,,Los Angeles,CA,Card,Returned,2026-02-20
393,2025-05-27,2025-05-29,CUST80885,148,,PROD39003,Fashion,0,,82.28,Houston,TX,COD,Returned,2026-02-20
236,2023-01-16,2023-01-22,CUST41326,1,M,PROD20518,Fashion,10,259.94,0.51,Houston,TX,COD,Cancelled,2026-02-20
270,2025-03-03,2025-03-06,CUST180797,,M,PROD1601,Furniture,-1,173.65,,Dallas,TX,COD,Cancelled,2026-02-20
18,2023-07-09,2023-07-08,CUST94182,129,Male,PROD14897,Electronics,7,,,Houston,TX,Card,Delivered,2026-02-20
59,2023-04-29,2023-05-07,CUST44805,191,,PROD6022,Sports,-1,,,San Jose,CA,COD,Delivered,2026-02-20
189,2024-12-01,2024-12-05,CUST20669,,,PROD15062,Fashion,0,120.74,30.33,San Jose,CA,,Returned,2026-02-20
384,2023-06-14,2023-06-12,CUST21165,,,PROD34453,Electronics,0,255.28,19.18,Dallas,TX,COD,Delivered,2026-02-20
295,2025-12-06,2025-12-14,CUST11788,144,M,PROD49604,Fashion,-5,-16.745428096367334,33.66,Los Angeles,CA,Card,Delivered,2026-02-20
444,2025-04-05,2025-04-14,CUST172042,,,PROD41432,Grocery,5,38.96,39.07,San Diego,CA,COD,Returned,2026-02-20
309,2024-02-15,2024-02-16,CUST15907,46,Female,PROD14435,Sports,-3,-37.91735413797759,46.92,San Jose,CA,Card,Delivered,2026-02-20
278,2024-09-24,2024-09-24,CUST10142,67,F,PROD8651,Furniture,0,,,San Jose,CA,COD,Delivered,2026-02-20
56,2024-10-30,2024-11-09,CUST44124,8,M,PROD12542,Fashion,-3,,87.03,Houston,TX,Crypto,Delivered,2026-02-20
77,2025-02-26,2025-03-02,CUST51235,129,Female,PROD21761,Sports,-2,,125.21,Chicago,IL,Crypto,Cancelled,2026-02-20
15,2025-10-24,2025-10-21,CUST93314,59,,PROD19602,Fashion,0,258.41,35.19,Houston,TX,UPI,Cancelled,2026-02-20
78,2024-07-02,2024-07-12,CUST97178,175,M,PROD3520,Sports,0,,103.14,Dallas,TX,Card,Cancelled,2026-02-20
396,2024-12-19,2024-12-19,CUST97924,,Female,PROD4142,Grocery,3,-98.43355641242806,48.74,New York,NY,,Cancelled,2026-02-20
50,2023-09-13,2023-09-10,CUST194163,19,,PROD46934,Sports,0,284.82,38.91,Los Angeles,CA,,Cancelled,2026-02-20
117,2024-10-15,2024-10-18,CUST57477,,Male,PROD6456,Grocery,-1,46.92,,San Antonio,TX,COD,Cancelled,2026-02-20
77,2024-12-01,2024-12-02,CUST68852,6,F,PROD5784,Furniture,-1,-75.10739035850239,68.23,Philadelphia,PA,Card,Cancelled,2026-02-20
186,2024-01-27,2024-02-04,CUST66709,136,Female,PROD49757,Sports,3,,142.05,Chicago,IL,,Returned,2026-02-20
470,2023-04-04,2023-04-01,CUST62716,36,M,PROD12515,Sports,0,538.97,20.7,San Antonio,TX,COD,Cancelled,2026-02-20
83,2025-08-16,2025-08-19,CUST151355,48,Male,PROD19338,Sports,-3,,24.87,Phoenix,AZ,,Cancelled,2026-02-20
143,2023-02-03,2023-02-06,CUST124997,,,PROD21497,Grocery,0,,20.38,Houston,TX,COD,Cancelled,2026-02-20
131,2025-07-14,2025-07-21,CUST75335,-4,,PROD24851,Furniture,0,,42.73,Dallas,TX,Crypto,Delivered,2026-02-20
239,2025-12-10,2025-12-15,CUST61563,42,F,PROD6495,Furniture,10,,,New York,NY,COD,Cancelled,2026-02-20
124,2025-01-06,2025-01-15,CUST148288,,,PROD32942,Sports,0,-32.44706223732872,15.66,Phoenix,AZ,,Returned,2026-02-20
30,2025-03-17,2025-03-26,CUST3785,0,F,PROD16333,Sports,0,,,San Jose,CA,UPI,Cancelled,2026-02-20
114,2024-01-15,2024-01-21,CUST176224,146,M,PROD12953,Fashion,-4,,42.11,Chicago,IL,,Returned,2026-02-20
377,2023-11-07,2023-11-07,CUST188613,-10,F,PROD28226,Grocery,0,,38.57,Chicago,IL,Card,Delivered,2026-02-20
88,2023-09-19,2023-09-22,CUST181511,162,,PROD31807,Sports,8,-75.91350835844715,,San Jose,CA,UPI,Returned,2026-02-20
148,2024-10-18,2024-10-23,CUST96643,-9,,PROD12518,Fashion,0,344.55,,Phoenix,AZ,UPI,Cancelled,2026-02-20
339,2023-06-24,2023-06-23,CUST172574,-1,Male,PROD35153,Furniture,4,1012.77,41.37,Los Angeles,CA,Card,Delivered,2026-02-20
499,2025-09-12,2025-09-18,CUST173430,,,PROD21358,Fashion,0,238.3,71.12,Houston,TX,Crypto,Delivered,2026-02-20
222,2023-01-08,2023-01-09,CUST73695,,,PROD31871,Fashion,3,,41.22,Houston,TX,Crypto,Delivered,2026-02-20
